10/31 (2017), Horror,1-Oct-17,USA,,,,English,,"Directed by Brett DeJager, Rocky Gray, Zane Hershberger. With Barry Clifton, Jennifer Nangle, Wendy Keeling, Jordan Phipps."
The Stranger (2014), Drama| Horror| Mystery| Thriller,12-Jun-15,USA,NOT RATED,4.9,93 min,English,,"Directed by Guillermo Amoedo. With Cristobal Tapia Montt, Lorenza Izzo, Luis Gnecco, Ariel Levy. A mysterious man arrives in a small American town seeking his wife, though his presence plunges the community into a bloodbath."
Dark Summer (2015), Horror| Thriller,9-Jan-15,USA,NOT RATED,4.2,81 min,English,,"Directed by Paul Solet. With Keir Gilchrist, Stella Maeve, Maestro Harrell, Gracie Gillam. A 17-year-old is on house arrest for the summer while his mother is away on business. A horrifying incident occurs leaving an ominous presence in the house."
Dead Rising: Endgame (2016), Action| Horror| Sci-Fi,20-Jun-16,USA,NOT RATED,4.8,96 min,English,,"Directed by Pat Williams. With Jesse Metcalfe, Marie Avgeropoulos, Ian Tracey, Keegan Connor Tracy. In a zombie-infested quarantined zone of East Mission City, investigative reporter Chase Carter must stop a secret government conspiracy."
The Exorcism of Anna Ecklund (2016), Horror,7-Mar-16,UK,NOT RATED,2.7,75 min,,,"Directed by Andrew Jones. With Lee Bane, Tiffany Ceri, Jeff Raggett, Judith Haley. A Priest and a Vatican investigator take a possessed housewife to a convent to perform an Exorcism."
Home Sweet Home (2013), Horror| Thriller,14-May-13,USA,R,4.7,80 min,English,,"Directed by David Morlet. With Meghan Heffern, Adam MacDonald, Shaun Benson, Marty Adams. A young married couple comes home from a date night to discover that they are imprisoned in their own house with a methodical killer inside."
Stage Fright (2014), Comedy| Horror| Musical,3-Apr-14,USA,R,5.2,89 min,English,,"Directed by Jerome Sable. With Minnie Driver, Meat Loaf, Allie MacDonald, Douglas Smith. A snobby musical theater camp is terrorized by a blood-thirsty killer who hates musical theater."
Monster Brawl (2011), Action| Comedy| Horror| Sport,30-Mar-12,USA,NOT RATED,3.6,89 min,English|Egyptian (Ancient),"  CAD 200,000  ","Directed by Jesse Thomas Cook. With Dave Foley, Art Hindle, Robert Maillet, Jimmy Hart. Eight classic monsters fight to the death in an explosive wrestling tournament set inside an abandoned and cursed graveyard."
The Unraveling (2015), Drama| Horror| Thriller,15-Oct-15,USA,,6.5,85 min,English,,"Directed by Thomas Jakobsen. With Zack Gold, Jason Tobias, Bennett Viso, Bob Turton. Michael's heroin addiction is beginning to test his limits, but when he is kidnapped and taken into the woods, he soon discovers just how far those limits will go."
Fear Clinic (2014), Horror,30-Jan-15,USA,R,5.2,95 min,English,"$1,000,000 ","Directed by Robert Hall. With Robert Englund, Fiona Dourif, Felisha Terrell, Cleopatra Coleman. A doctor works to cure patients suffering from crippling phobias by placing them inside his invention, which induces and controls hallucinations."
Dude Bro Party Massacre III (2015), Comedy| Horror,7-Jul-15,USA,,6.3,91 min,English,"$400,000 ","Directed by Tomm Jacobsen, Michael Rousselet, Jon Salmon. With Alec Owen, Ben Gigli, Olivia Taylor Dudley, Erik Sandoval. In the wake of two back-to-back mass murders on Chico's frat row, loner Brent Chirino must infiltrate the ranks of a popular fraternity to investigate his twin brother's murder at the hands of the serial killer known as ""Motherface."""
Aftershock (2012), Action| Adventure| Horror| Thriller,12-Jun-14,Chile,R,4.8,89 min,Spanish|English,"$2,000,000 ","Directed by Nicolás López. With Eli Roth, Ariel Levy, Nicolás Martínez, Andrea Osvárt. In Chile, a group of travelers who are in an underground nightclub when a massive earthquake hits quickly learn that reaching the surface is just the beginning of their nightmare."
The Forest of the Lost Souls (2017), Drama| Horror| Mystery| Thriller,12-Oct-17,Portugal,,6.9,71 min,Portuguese,,"Directed by José Pedro Lopes. With Daniela Love, Jorge Mota, Mafalda Banquart, Lígia Roque. «The Forest of the Lost Souls» is a dense and remote forest, Portugal's most popular place for suicide. In a summer morning, two strangers meet within the woods."
Felt (2014), Drama| Horror| Romance,20-Sep-14,USA,NOT RATED,4.7,80 min,English,,"Directed by Jason Banker. With Amy Everson, Kentucker Audley, Ryan Creighton, Elisabeth Ferrara. A woman creates an alter ego in hopes of overcoming the trauma inflicted by men in her life."
I Am a Hero (2015), Action| Horror,23-Apr-16,Japan,,6.9,126 min,Japanese,,"Directed by Shinsuke Sato. With Masami Nagasawa, Kasumi Arimura, Miho Suzuki, Yô Ôizumi. One day, after returning from work late in the evening, Hideo witnesses a traffic accident in which a car crashes into a nearby pedestrian, killing the victim instantly. However, despite severe injuries including a broken neck, the victim's body stands up and walks away. Hideo questions whether this is another one of his hallucinations, but strange events begin happening around him."
Go Goa Gone (2013), Action| Adventure| Comedy| Horror,10-May-13,India,NOT RATED,6.7,108 min,Hindi,,"Directed by Krishna D.K., Raj Nidimoru. With Saif Ali Khan, Kunal Khemu, Vir Das, Anand Tiwari. A group of friends, just looking to have a good time in a rave party on a remote island in Goa, find out that the island is infested with Zombies."
Besetment (2017), Horror| Thriller,6-Jun-17,USA,,3.3,76 min,English,,"Directed by Brad Douglas. With John T. Woods, Abby Wathen, Lindsae Klein, Marlyn Mason. After struggling to find employment, Amanda takes a hotel position in a small town where she ends up fighting for her life."
The Maus (2017), Drama| Fantasy| Horror,22-Sep-17,USA,,6.1,,English|Serbian,"  €2,000,000  ","Directed by Yayo Herrero. With August Wittgenstein, Alma Terzic, Ella Jazz, Sanin Milavic. Alex and Selma are a couple in love on a trip to the heart of Bosnia and Herzegovina. Suddenly, Selma feels somebody chasing them. She clings to her Muslim amulet, ""hamajlija"", causing the mysterious force to emerge from the forest."
A Night of Horror Volume 1 (2015), Horror| Thriller,1-Nov-15,Australia,,4.5,88 min,English,,"Directed by Bossi Baker, Nicholas Colla, Daniel Daperis. With Bianca Bradey, Tegan Higginbotham, Emily Wheaton, Jessica Gower. Ten filmmakers. One night of horror."
Grave Encounters 2 (2012), Horror,2-Oct-12,USA,NOT RATED,5.1,95 min,English,,"Directed by John Poliquin. With Richard Harmon, Shawn C. Phillips, Jennica Fulton, Jeffrey Bowyer-Chapman. A film student who is obsessed with the movie Grave Encounters sets out with his friends to visit the psychiatric hospital depicted in the original film."
Spook Bridge (2017), Horror,25-Oct-17,USA,,3.7,,English,,"Directed by Doug Sebastian. With John Youmans, Michelle M. Tucker, Chandler Lane, Megan Pitts. ""SPOOK BRIDGE"" is a horror film that follows a Reporter, Clyde Adams, a man in search of the cause of the recent mysterious deaths of teenagers on Spook Bridge. See RKDSmedia.com / SpookBridge.com for more info."
Crawlspace (2012), Horror| Mystery| Sci-Fi| Thriller,12-Nov-12,UK,UNRATED,4.8,86 min,English,,"Directed by Justin Dix. With Nicholas Bell, Ngaire Dawn Fair, John Brumpton, Fletcher Humphrys. A special forces unit sent, to infiltrate Pine Gap Australia's top secret underground military compound, come under attack from unknown forces."
The Redwood Massacre (2014), Fantasy| Horror,28-Sep-14,USA,,3.8,82 min,English,"  £50,000  ","Directed by David Ryan Keith. With Mark Wood, Lisa Cameron, Lisa Livingstone, Rebecca Wilkie. What begins as a exciting camping trip to the legendary Redwood murder site, takes a terrifying turn when the innocent campers discover the legend is about to become a nasty and bloody reality."
Amber Alert (2012), Horror| Mystery| Thriller,2-Nov-12,USA,R,4.6,80 min,English,,"Directed by Kerry Bellessa. With Summer Bellessa, Chris Hill, Jasen Wade, Caleb Thompson. When a group of friends decides to follow a car they've seen posted on an Amber Alert, things start to go very wrong."
Darkness Rising (2017), Horror,30-Jun-17,USA,UNRATED,3.3,81 min,English,,"Directed by Austin Reading. With Tara Holt, Christian Ganiere, Bryce Johnson, Katrina Law. A woman and her friends break into her abandoned childhood home, where her mother went mad and nearly murdered as a child."
American Poltergeist (2015), Horror,2-Mar-16,Philippines,,2.3,93 min,English,,"Directed by Mike Rutkowski. With Donna Spangler, Simona Fusco, Ashley Green Elizabeth, Nicole Holland. A group of friends move into a vacation home with a sinister past in Fall River, Massachusetts. Suspicious of the home's owner, Taryn feels a strong connection to the house and finds herself at the center of one of the most deadly poltergeists in American history."
Cassadaga (2011), Horror| Thriller,11-Oct-13,USA,R,5.3,108 min,English,,"Directed by Anthony DiBlasi. With Kelen Coleman, Avis-Marie Barnes, Kevin Alejandro, Louise Fletcher. A deaf woman who resurrects the ghost of a murdered young woman is forced by the spirit to a serial killer who turns his female victims into marionette dolls."
The Possession Experiment (2016), Horror| Thriller,17-Nov-16,Peru,NOT RATED,3.6,84 min,English,,"Directed by Scott B. Hansen. With Chris Minor, Jake Brinn, Nicky Jasper, Kt Fanelli. When a student takes on a theology project, he taps into another side that had been hidden away from him."
Shrew's Nest (2014), Drama| Horror| Thriller,25-Dec-14,Spain,,6.7,91 min,Spanish,,"Directed by Juanfer Andrés, Esteban Roel. With Macarena Gómez, Nadia de Santiago, Hugo Silva, Luis Tosar. Spain, 1950s. Montse's agoraphobia keeps her locked in a sinister apartment in Madrid and her only link to reality is the little sister she lost her youth raising. But one day, a reckless young neighbor, Carlos, falls down the stairwell and drags himself to their door. Someone has entered the shrew's nest... perhaps he'll never leave."
WNUF Halloween Special (2013), Comedy| Horror,18-Oct-13,USA,NOT RATED,6.7,83 min,English,"$1,500 ","Directed by Chris LaMartina, James Branscome, Shawn Jones. With Paul Fahrenkopf, Aaron Henkin, Nicolette le Faye, Leanna Chamish. Originally broadcast live on October 31, 1987, the 'WNUF Halloween Special' is a stunning expose of terrifying supernatural activity that unfolded at the infamous Webber House, the site of ghastly murders. Local television personality Frank Stewart leads a group of paranormal investigators including Catholic exorcist, Father Joseph Matheson and the prolific husband-and-wife team Louis and Claire ..."
Bigfoot: The Lost Coast Tapes (2012), Horror| Mystery| Thriller,26-Oct-12,USA,NOT RATED,4.5,90 min,English,,"Directed by Corey Grant. With Drew Rausch, Rich McDonald, Ashley Wood, Noah Weisberg. After a ""Bigfoot Hunter"" claims to possess the body of a dead Sasquatch, a disgraced investigative journalist stakes his comeback -- and the lives of his documentary film crew -- on proving the find to be a hoax."
Don't Blink (2014), Horror| Mystery| Thriller,18-Sep-14,USA,NOT RATED,4.8,92 min,English,,"Directed by Travis Oates. With Mena Suvari, Joanne Kelly, Brian Austin Green, Robert Picardo. Ten people arrive at a secluded mountain resort to find it completely deserted. With no gas for the return trip, the visitors are forced to stay and investigate the mystery surrounding the abandoned lodge."
All Girls Weekend (2016), Action| Adventure| Horror| Thriller,12-Jul-16,USA,,5.6,85 min,English,,"Directed by Lou Simon. With Jamie Bernadette, Katie Carpenter, Gema Calero, Karishma Lakhani. High school friends reunite after many years to spend a weekend in the mountains, but when everything goes wrong, there is no time for girl bonding."
White God (2014), Drama| Fantasy| Horror| Thriller,12-Jun-14,Hungary,R,6.9,121 min,Hungarian|English,"  HUF 700,000,000  ","Directed by Kornél Mundruczó. With Zsófia Psotta, Sándor Zsótér, Lili Horváth, Szabolcs Thuróczy. Thirteen-year-old Lili fights to protect her dog Hagen. She is devastated when her father eventually sets Hagen free on the streets. Still innocently believing love can conquer any difficulty, Lili sets out to find her dog and save him."
Antiviral (2012), Horror| Sci-Fi| Thriller,13-Feb-13,France,NOT RATED,5.7,108 min,English,"  CAD 3,200,000  ","Directed by Brandon Cronenberg. With Caleb Landry Jones, Lisa Berry, Sarah Gadon, Malcolm McDowell. In a blackly satirical near future, a thriving industry sells celebrity illnesses to their obsessed fans. Employee Syd March's attempts to exploit the system backfire when they involve him in a potentially deadly mystery."
Path (2015), Action| Drama| Horror| Thriller,12-Oct-15,Spain,,3.6,85 min,Spanish,"$150,000 ","Directed by Lucio A. Rojas. With Andrea García-Huidobro, Diego Casanueva, Sofía García, Tomás Vidiella. Ana is a young woman who has just been given a scholarship to study in a foreign country. She decides to celebrate with their friends out of the city. On the road, after helping an injured woman, they are kidnapped by a weird family."
Indigenous (2014), Horror,5-Jan-16,USA,R,5.3,86 min,English|Spanish,,"Directed by Alastair Orr. With Zachary Soetenga, Lindsey McKeon, Sofia Pernas, Pierson Fode. American Tourists travel to Panama and have a very terrifying experience."
The Faith of Anna Waters (2016), Drama| Horror| Mystery| Thriller,6-May-16,USA,TV-MA,3.8,95 min,English,,"Directed by Kelvin Tong. With Daeng Amer Omar, Darius Tan, Colin Borgonon, Elizabeth Rice. When young and successful reporter Jamie finds out that her sister has died in mysterious circumstances, she travels to Singapore to uncover the truth. There, she discovers multiple deaths linked to her sister's and must join forces with her sister's husband in order to defeat a demonic entity that is using new technology to complete an ancient mission."
The Hollow Child (2017), Horror| Thriller,9-Feb-17,Canada,,7,92 min,English,,"Directed by Jeremy Lutter. With Jessica McLeod, Hannah Cheramy, John Emmet Tracy, Jana Mitsoula. A troubled foster teen, Samantha, works to expose a dangerous supernatural impostor in her new family and rescue her foster sister."
The Sunday Night Slaughter (2017), Action| Comedy| Horror,31-Oct-17,USA,,,90 min,English,"$10,000 ","Directed by Edward Payson. With Chad Addison, Maria Olsen, Corey Feldman, Felissa Rose. An anthology horror film following 3 stories including demons, cannibals, psychopaths and demigods all intertwined, taking place in the final 31 days of earth."
Rum 213 (2017), Adventure| Horror| Mystery,24-Feb-17,Sweden,,4.8,80 min,Swedish,,"Directed by Emelie Lindblom. With Lisette Pagler, Anki Lidén, Arman Fanni, Ella Fogelström. When twelve-year-old Elvira goes to summer camp strange things start to happen in her room. Things that can not be explained - unless you believe in ghosts."
The Day (2011), Action| Drama| Horror| Sci-Fi| Thriller,20-Sep-12,Russia,R,5.2,87 min,English,,"Directed by Douglas Aarniokoski. With Shawn Ashmore, Brianna Barnes, Ashley Bell, Brayden Edwards. A group of five people working to stay alive in a post-apocalyptic future discover what they think is a safe, abandoned farmhouse, but they soon find themselves fighting to stay alive as a gang of bloodthirsty predators attack."
Muck (2015), Horror,17-Feb-16,Philippines,NOT RATED,2.6,,English,,"Directed by Steve Wolsh. With Lachlan Buchanan, Puja Mohindra, Bryce Draper, Stephanie Danielson. After narrowly escaping an ancient burial ground, a group of friends find themselves trapped between two evils, forcing them to fight, die, or go back the way they came."
Outpost: Black Sun (2012), Action| Horror| Sci-Fi,2012,UK,NOT RATED,5,101 min,English,"$3,000,000 ","Directed by Steve Barker. With Catherine Steadman, Richard Coyle, Ali Craig, Nick Nevern. The year is 1945, the closing stages of WW2, and a German scientist by the name of Klausener is working on a frightening new technology that has the power to create an immortal Nazi army. Flash forward to present day, and a NATO task force is hurriedly deployed to Eastern Europe, where a sinister enemy appears to be mercilessly killing everything in its path. But this is no ordinary foe. Only ..."
Willow Creek (2013), Horror| Mystery| Thriller,2-May-14,UK,UNRATED,5.1,80 min,English,,"Directed by Bobcat Goldthwait. With Alexie Gilmore, Bryce Johnson, Laura Montagna, Bucky Sinister. From celebrated Director Bobcat Goldthwait comes this edge of your seat horror that will make you think twice before going into the woods."
The Witching (2016), Horror,3-Nov-16,USA,,3.9,80 min,English,,"Directed by Corey Norman. With Jessica Bedell, Ian Carlsen, Joanna Clarke, Jennifer Friend. With Halloween only hours away, the members of a popular podcast, The Witching Hour, gather to swap scary stories in the dark. But they bargain for more than just ratings when they venture to the site where the Woodland Valley Witch was brutally murdered."
The Sleep Curse (2017), Horror,26-May-17,Hong Kong,,6.2,102 min,Cantonese|Japanese,,"Directed by Herman Yau. With Anthony Chau-Sang Wong, Michelle Wai, Jojo Goh, Ka Tung Lam. In 1990, Neurologist Lam Sik-ka and his former flame suffer from the generational sleep curse that rooted in their both families war engagement during World War Two. Lam Sik-ka tries to save her flame from the grudge."
Occupants (2015), Horror| Sci-Fi| Thriller,14-Dec-15,USA,,6.9,81 min,English,,"Directed by Russ Emanuel. With Robert Picardo, Briana White, Michael Pugliese, Chalet Lizette Brannan. A documentarian named Annie has roped her husband into a project that involves setting up cameras throughout their house. Complications arise when the cameras start showing that same couple in an alternate universe."
Havenhurst (2016), Horror| Mystery| Thriller,10-Feb-17,USA,NOT RATED,4.9,80 min,English,,"Directed by Andrew C. Erin. With Julie Benz, Belle Shouse, Josh Stamberg, Danielle Harris. A troubled young woman takes up residence in a gothic apartment building where she must confront a terrifying evil."
Slasher.com (2017), Horror| Thriller,16-Jan-17,UK,,3.4,89 min,English,,"Directed by Chip Gubera. With Jewel Shepard, R.A. Mihailoff, Ben Kaplan, Morgan Carter. After meeting online, Jack and Kristy go on a weekend getaway to the woodlands of rural Missouri. While discovering each other, they soon learn of the terrorizing horrors that the forest has in store."
Pod (2015), Horror| Mystery| Thriller,28-Aug-15,USA,R,4.3,76 min,English,,"Directed by Mickey Keating. With Lauren Ashley Carter, Dean Cates, Brian Morvant, Larry Fessenden. A family intervention goes horrifically awry within the snowy confines of an isolated lake house."
The Innocents (2015), Horror,9-Apr-15,Belgium,,5.2,,Spanish,,"Directed by Mauricio Brunetti. With María Eugenia Arboleda, Lito Cruz, Stella Delphino, Ludovico Di Santo. In 19th century Argentina, when a man returns to his family's plantation after 15 years, it revives a violent past, slave abuses and evil spirits."
Robert and the Toymaker (2017), Horror,21-Aug-17,UK,,4.8,84 min,English,,"Directed by Andrew Jones. With Lee Bane, Erick Hayden, Jo Weil, Nathan Head. In Germany, 1941, the Nazis pursue a Toymaker who has acquired a mystical book which gives life to inanimate objects."
Unnatural (2016), Action| Horror| Thriller,16-Oct-16,USA,R,4,89 min,English,"$3,000,000 ","Directed by Hank Braxtan. With James Remar, Sherilyn Fenn, Ron Carlson, Graham Greene. Global climate change prompts a scientific corporation to genetically modify Alaskan polar bears with horrific and deadly results."
Attack on Titan: Part 2 (2015), Action| Drama| Fantasy| Horror| Sci-Fi,20-Oct-15,USA,,4.8,87 min,Japanese,,"Directed by Shinji Higuchi. With Haruma Miura, Hiroki Hasegawa, Kanata Hongô, Kiko Mizuhara. A young boy name Eren Jaeger has to use his gift to know about the mystery of the Titans."
Apartment 1303 3D (2012), Horror,25-Jul-13,USA,R,2.6,85 min,English,"$5,000,000 ","Directed by Michael Taverna. With Mischa Barton, Julianne Michelle, Rebecca De Mornay, Corey Sevier. A modern ghost story which turns a love/hate relationship between mother and daughter into a tale of horror. Some rentals are too good to be true."
Inside (2016), Horror| Thriller,28-Jul-17,Spain,,4.3,100 min,English,,"Directed by Miguel Ángel Vivas. With Rachel Nichols, Laura Harring, Stany Coppet, Andrea Tivadar. A woman in her third trimester of pregnancy is stalked by a stranger who is obsessed with her unborn child."
The Snare (2017), Horror| Thriller,6-Jan-17,USA,,4.8,90 min,English,,"Directed by C.A. Cooper. With Eaoifa Forward, Dan Paton, Rachel Warren, Fin Banks. Three friends head to the seafront for a drunken weekend, only to be imprisoned on the top floor of their holiday apartment by a malevolent paranormal force."
What We Become (2015), Horror| Thriller,13-May-16,USA,NOT RATED,5.6,85 min,Danish,,"Directed by Bo Mikkelsen. With Benjamin Engell, Troels Lyby, Mille Dinesen, Ella Solgaard. A family of four is quarantined in their home as a virulent strand of the flu spreads into town and they are forced to the extreme to escape alive."
Infini (2015), Horror| Sci-Fi| Thriller,20-May-15,Philippines,R,5.4,110 min,English,"$800,000 ","Directed by Shane Abbess. With Daniel MacPherson, Grace Huang, Luke Hemsworth, Luke Ford. An elite 'search and rescue' team transport onto an off-world mining-facility to rescue Whit Carmichael, the lone survivor of a biological outbreak."
The Walking Deceased (2015), Comedy| Horror,20-Mar-15,USA,R,3.4,88 min,English,"$1,250,000 ","Directed by Scott Dow. With Tim Ogletree, Joey Oglesby, Troy Ogletree, Dave Sheridan. When a police officer wakes up in a hospital to find out he is in the middle of a zombie apocalypse, he will do anything to find his family, even sacrifice Twitter."
Ayla (2017), Drama| Fantasy| Horror| Thriller,6-Oct-17,USA,,9,,English,,"Directed by Elias. With Nicholas Wilder, Tristan Risk, Dee Wallace, Sarah Schoofs. A man haunted by the mysterious death of his 4-year-old sister brings her back to life thirty years later as an adult woman, with dire consequences."
Out of the Dark (2014), Horror| Thriller,10-Apr-15,Mexico,R,4.7,92 min,English,,"Directed by Lluís Quílez. With Julia Stiles, Scott Speedman, Stephen Rea, Pixie Davies. A couple and their daughter move to Colombia to take over a family manufacturing plant, only to realize their new home is haunted."
Another WolfCop (2017), Comedy| Horror,25-Sep-16,USA,,5.2,82 min,English,,"Directed by Lowell Dean. With Leo Fafard, Amy Matysio, Jonathan Cherry, Laura Abramsen. Alcoholic werewolf cop Lou Garou springs into action when an eccentric businessman with evil intentions seduces Woodhaven's residents with a new brewery and hockey team in this outrageous horror-comedy sequel."
Welcome to Willits (2016), Horror| Sci-Fi,22-Sep-17,USA,NOT RATED,3.9,82 min,English,,"Directed by Trevor Ryan. With Bill Sage, Chris Zylka, Anastasia Baranova, Sabina Gadecki. Deep in the Northern California woods, in the heart of the notorious Emerald Triangle, lies a remote cabin. The residents struggle to fight off the repeated attacks and abductions by mysterious creatures that have plagued them for years. When a local pot farmer is caught up with a wayward group of campers the situation quickly escalates into total carnage."
The Pack (2015), Horror| Thriller,5-Feb-16,USA,NOT RATED,5,90 min,English,,"Directed by Nick Robertson. With Jack Campbell, Anna Lise Phillips, Katie Moore, Hamish Phillips. A farmer and his family must fight for survival after a ferocious pack of wild dogs infiltrates their isolated farmhouse. Through a series of frightening and bloody encounters they are forced into survival mode to make it through the night."
Paranormal Whacktivity (2013), Comedy| Horror,15-Oct-13,USA,R,2.4,89 min,English,"$360,000 ","Directed by Roger Roth. With William Patrick Riley, Sasha Formoso, Damatri Crayton, Mighty Mike Murga. A sexy and hilarious spoof about a couple who have just moved into a new home to consummate their relationship, but find peril around every corner due to an evil presence that haunts them whenever they attempt to be intimate."
Let's Be Evil (2016), Horror| Sci-Fi| Thriller,5-Aug-16,USA,NOT RATED,5,82 min,,,"Directed by Martin Owen. With Jamie Bernadette, Kara Tointon, Isabelle Allen, Elliot James Langridge. A vision of augmented reality."
The Editor (2014), Comedy| Horror| Mystery,18-Oct-14,USA,NOT RATED,6.1,95 min,English,"  CAD 130,000  ","Directed by Adam Brooks, Matthew Kennedy. With Paz de la Huerta, Adam Brooks, Matthew Kennedy, Conor Sweeney. A film editor gets embroiled in a string of murders."
Goddess of Love (2015), Drama| Horror| Mystery| Thriller,31-Aug-15,UK,,5.4,93 min,English,,"Directed by Jon Knautz. With Alexis Kendra, Woody Naismith, Elizabeth Sandy, Monda Scott. A mentally unstable woman begins a volatile descent into madness when she suspects her lover has left her for another woman."
Like.Share.Follow. (2017), Horror| Romance| Thriller,31-Oct-17,USA,,,97 min,English,,"Directed by Glenn Gers. With Keiynan Lonsdale, Ema Horvath, Abraham Benrubi, Michael Boatman. Garrett is a rising YouTube star. Shell is a deeply emotional fan. When they begin a romantic relationship, he's forced to question whether opening your life to strangers online is an invitation to community and rescue...or to stalking, obsession and madness."
Lucifer (2016), Horror| Thriller,2016,USA,,7.7,,English,,"Directed by Tiffany Castro. With Ryan Kelley, Jessica Morris, Peter Murnik, Abigail Zoe Lewis. A young caretaker believes her family is being tormented by the devil, after she agrees to write the chilling story of a patient haunted by the relentless demonic being."
Always Watching: A Marble Hornets Story (2015), Horror,7-Apr-15,USA,R,4.8,92 min,English,,"Directed by James Moran. With Alexandra Breckenridge, Chris Marquette, Jake McDorman, Doug Jones. A small town news team discovers a box of video tapes where a faceless figure dressed in a dark suit, haunts and torments a family... slowly driving them insane. Soon after, they realize that the ""Operator"" has begun to stalk them as well."
A Closer Walk with Thee (2017), Drama| Horror,28-Feb-17,USA,,5.1,90 min,English,"$35,000 ","Directed by John C. Clark, Brie Williams. With Aj Knight, Gregory Shelby, Kelsey Boze, Megan Hensley. A homoerotic Evangelical exorcism film."
Grabbers (2012), Comedy| Horror| Sci-Fi| Thriller,10-Aug-12,Ireland,NOT RATED,6.3,94 min,English,"  £4,000,000  ","Directed by Jon Wright. With Richard Coyle, Ruth Bradley, Russell Tovey, Lalor Roddy. When an island off the coast of Ireland is invaded by bloodsucking aliens, the heroes discover that getting drunk is the only way to survive."
Dreamworks Spooky Stories (2012), Animation| Adventure| Comedy| Family| Fantasy| Horror| Mystery| Romance| Sci-Fi,26-Oct-12,USA,TV-PG,6.7,84 min,English,,"In these spooktacular stories, your favorite DreamWorks characters from the blockbuster hits Shrek and Monsters vs. Aliens return in these chilling tales for the whole family."
Night of the Templar (2013), Horror| Mystery,4-Feb-13,UK,,6.6,101 min,English,"$3,230,000 ","Directed by Paul Sampson. With Paul Sampson, David Carradine, Udo Kier, Norman Reedus. Medieval knight Lord Gregoire, who has been betrayed by his own advisor and warriors for an abundance of gold and riches, vows that after these traitors revel in ten life-times of excess, he will have his bloody revenge."
The Last Days (2013), Adventure| Horror| Sci-Fi| Thriller,27-Mar-13,Spain,UNRATED,6.2,100 min,Spanish|Catalan,"  €5,000,000  ","Directed by David Pastor, Àlex Pastor. With Quim Gutiérrez, Jose Coronado, Marta Etura, Leticia Dolera. 2013. A mysterious epidemic spreads across the planet; humanity develops an irrational fear of open spaces which causes death within seconds. Soon, the entire global populace is trapped inside buildings. As Barcelona descends into chaos, Marc sets off on a quest to find Julia, his missing girlfriend - without ever venturing outside."
Shark Exorcist (2015), Horror,14-Aug-15,USA,,1.5,71 min,English,"$300,000 ","Directed by Donald Farmer. With Angela Kerecz, Bobby Kerecz, James Balsamo, Alaine Huntington. A demonic nun unleashes holy hell when she summons the devil to possess a great white shark."
Let Us Prey (2014), Horror| Thriller,12-Jun-15,Ireland,NOT RATED,5.7,92 min,English,,"Directed by Brian O'Malley. With Liam Cunningham, Pollyanna McIntosh, Bryan Larkin, Hanna Stanbridge. Held in a remote police station, a mysterious stranger takes over the minds and souls of everyone inside."
The Remains (2016), Horror| Thriller,5-Aug-16,USA,,3.7,85 min,English,,"Directed by Thomas Della Bella. With Todd Lowe, Brooke Butler, Hannah Nordberg, Dash Williams. After a family moves into an old Victorian home, they discover a chest in the attic containing antiques tainted by a malevolent spirit. As the antiques slowly possess each family member, the spirit grows stronger, hellbent on kidnapping the children."
The Night Before (2017), Horror,19-Sep-17,USA,,6.5,81 min,English,,"Directed by Brett Bentman. With Steven Michael Quezada, Rachel G. Whittle, Kimi Acosta, Tom Zembrod. On the night before Halloween, a single mother and her daughter are taken captive in a strange home."
Uncaged (2016), Comedy| Horror| Thriller,6-Feb-16,USA,UNRATED,4.4,95 min,English,,"Directed by Daniel Robbins. With Ben Getz, Kyle Kirkpatrick, Zack Weiner, Paulina Singer. A sleepwalking teen straps a camera to himself and discovers a sinister family secret."
Crazy Lake (2016), Comedy| Horror,1-Oct-17,USA,NOT RATED,3.8,80 min,English,"$285,000 ","Directed by Jason Henne, Christopher Leto. With Ashley Nicole Allen, Libby Blanton, Michael Ray Davis, Will Dehaan. Group of coeds go looking for fun at cabin on the lake and find the cabin wasn't always used for rest and relaxation."
Recovery (2016), Horror| Thriller,28-Oct-16,USA,R,4.6,82 min,English,,"Directed by Darrell Wheat. With Kirby Bliss Blanton, Samuel Larsen, Rachel DiPillo, Sandy Valles. The night before their high school graduation, Jessie and her friends are guided by a 'Find My iPhone' app to recover her lost device from a house whose demented tenants are hell bent on making her a flesh and blood member of the family."
III: The Ritual (2015), Drama| Horror| Thriller,23-Oct-15,Germany,,5,80 min,Russian,,"Directed by Pavel Khvaleev. With Polina Davydova, Lyubov Ignatushko, Evgeniy Gagarin, Andrey Abramichev. A small European town, where sisters Ayia and Mirra live, gets struck down by an unknown disease which takes many lives. Following their mother's death, the younger sister falls ill. Having realized that conventional medicine is useless in the face of the sister's disease, Ayia seeks help from Father Herman, a parish priest and a close family friend. In his house she finds books that are very far..."
Sicilian Vampire (2015), Crime| Drama| Horror| Thriller,10-Sep-15,USA,,8.1,124 min,English,,"Directed by Frank D'Angelo. With Vittorio Altomare, Armand Assante, Daniel Baldwin, James Caan. Equal parts Goodfellas and Dusk till Dawn. A reputed mobster Sonny Trafficante was hoping to get away to the family hunting lodge for a little rest and relaxation and create some memories. Instead what he got was a night he will never forget."
